run_accession	genome_size
SRR15076120	5418702
SRR15076114	5468988
SRR15075488	5236655
SRR15076382	5201868
SRR15076383	5168059
SRR15076384	5165149
SRR15076385	5841586
SRR15076467	5165107
SRR15076469	5326882
SRR15076462	5216700
SRR15076468	5165453
SRR15076456	5187717
SRR15076442	5170350
SRR15076461	5169419
SRR15076471	5102819
SRR15076457	5171591
SRR15076470	5188362
SRR15076463	5335585
SRR15076460	5586768
SRR15076465	5167877
SRR15076477	5170118
SRR15076484	5356412
SRR15076479	5071523
SRR15076483	5188830
SRR15076482	5217721
SRR15076487	5167054
SRR15076485	5280525
SRR15076488	5240678
SRR15076486	5355019
SRR15076489	5375164
SRR15076490	5529537
SRR15076496	5568898
SRR15076495	5652839
SRR15076493	5552330
SRR15174732	4853211
SRR15082390	5128650
SRR15082389	5460963
SRR15087400	5585420
SRR15087402	5435086
SRR15087396	5466834
SRR15087394	5540524
SRR15087401	5288045
SRR15087392	5201745
SRR15089745	5165862
SRR15089751	5350081
SRR15089734	5469143
SRR15089724	5251844
SRR15089725	5343288
SRR15089720	5374948
SRR15089735	5451221
SRR15089728	5221476
SRR15089732	5441534
SRR15089741	5318941
SRR15089722	5100707
SRR15089738	5516617
SRR15089727	4845103
SRR15089723	5514146
SRR15089730	5434098
SRR15089737	5063776
SRR15089905	5085080
SRR15089906	5087029
SRR15089902	4888948
SRR15089904	4891156
SRR15089901	5078684
SRR15089900	4999925
SRR15089903	5357409
SRR15095861	4897229
SRR15095860	4910731
SRR15095859	5151583
SRR15095858	4975251
SRR15095857	5227668
SRR15096259	4886820
SRR15096265	5575504
SRR15096262	5339679
SRR15096264	5292297
SRR15096263	5295527
SRR15096267	5244394
SRR15097852	5296940
SRR15097853	5257831
SRR15097851	5753941
SRR15100097	4887843
SRR15100096	5255178
SRR15100094	5128245
SRR15100093	5052800
SRR15100092	4836282
SRR15100544	5280109
SRR15101094	5007314
SRR15102801	5393360
SRR15102823	4676845
SRR15102805	4659890
SRR15102836	4848968
SRR15102840	4776341
SRR15102844	4826411
SRR15102841	4805621
SRR15102839	5587332
SRR15102832	5370906
SRR15102833	4983639
SRR15102837	5507848
SRR15102846	5591339
SRR15102843	4654583
SRR15102834	4520856
SRR15102838	5035175
SRR15102842	4868537
SRR15102856	5341188
SRR15102854	4735518
SRR15102997	5088433
SRR15102852	4742167
SRR15102855	5397247
SRR15102850	5103340
SRR15102847	5181571
SRR15102996	4865662
SRR15102995	5108373
SRR15102853	4986215
SRR15102851	4888858
SRR15102998	4762459
SRR15103004	5153912
SRR15103014	5355066
SRR15104483	5188379
SRR15104481	5349818
SRR15104475	5076695
SRR15104469	4958091
SRR15104465	5333631
SRR15104460	5378293
SRR15104477	4778170
SRR15103288	5534460
SRR15103284	5457445
SRR15103318	5481094
SRR15103309	5530597
SRR15103304	5307298
SRR15103287	5363687
SRR15103303	4589758
SRR15103310	5333462
SRR15104143	5624584
SRR15104151	5670130
SRR15104498	5665788
SRR15103783	5266084
SRR15103785	5506065
SRR15106361	5589197
SRR15105823	5583849
SRR15107682	5365792
SRR15107765	5440868
SRR15108016	4953867
SRR15108064	5259386
SRR15108061	5393069
SRR15108063	5413729
SRR15108060	5323578
SRR15108055	5387201
SRR15108054	5521496
SRR15108057	5102333
SRR15108056	5235189
SRR15108366	5466806
SRR15108364	5535166
SRR15108350	5582437
SRR15108351	5545910
SRR15108347	5293872
SRR15109638	5560105
SRR15109637	5572296
SRR15109635	5855415
SRR15109644	5580559
SRR15115977	5684158
SRR15115903	5601519
SRR15115901	5658818
SRR15115897	5558357
SRR15115896	4935288
SRR15115812	4982714
SRR15115809	5779105
SRR15115806	5127252
SRR15115884	5036140
SRR15115881	5029713
SRR15115880	5416691
SRR15115879	5742036
SRR15115878	5542039
SRR15115877	5364813
SRR15115876	5877992
SRR15115875	5619625
SRR15115873	5419183
SRR15115872	5550258
SRR15115870	5120324
SRR15115869	5603696
SRR15115868	5673998
SRR15115867	5331509
SRR15115866	5444043
SRR15115865	5631341
SRR15115964	5687191
SRR15115960	5582872
SRR15115958	5051521
SRR15115949	5427525
SRR15115846	5087939
SRR15115845	5599417
SRR15115844	5030316
SRR15115842	6357052
SRR15115841	5720712
SRR15115839	5029253
SRR15115831	5097690
SRR15116540	5610029
SRR15117328	5672537
SRR15128272	4931801
SRR15128261	4867174
SRR15128250	5117637
SRR15128239	4795647
SRR15128228	4884710
SRR15128218	5058144
SRR15128217	5090275
SRR15128216	4962994
SRR15128215	4875537
SRR15128271	4852590
SRR15128270	5090527
SRR15128269	5146725
SRR15128268	5323423
SRR15128267	5221220
SRR15128266	5165937
SRR15128265	5148347
SRR15128264	4854201
SRR15128262	5229890
SRR15128260	4836416
SRR15128259	5055593
SRR15128258	5024316
SRR15128257	4953583
SRR15128256	5177799
SRR15128255	5061484
SRR15128254	4854686
SRR15128253	4815041
SRR15128252	4733134
SRR15128251	4869657
SRR15128248	4917357
SRR15128247	5228081
SRR15128246	4706369
SRR15128245	5413391
SRR15128244	5211186
SRR15128243	5007113
SRR15128242	4968103
SRR15128241	5178553
SRR15128240	4843433
SRR15128238	4926459
SRR15128237	5041476
SRR15128236	5125714
SRR15128235	4849030
SRR15128234	4820880
SRR15128232	5110395
SRR15128231	5003068
SRR15128230	5163761
SRR15128229	5464622
SRR15128227	4923381
SRR15128226	5118741
SRR15128225	5277765
SRR15128224	4924756
SRR15128223	5201651
SRR15128222	4942283
SRR15128221	4604011
SRR15128220	5162351
SRR15128219	5186389
SRR15124015	5376273
SRR15127742	5307420
SRR15128017	5320551
SRR15167067	5335441
SRR15167032	4941805
SRR15167037	5198669
SRR15167049	5126634
SRR15167024	4923982
SRR15128322	5467516
SRR15128314	5498992
SRR15128323	5522280
SRR15128324	5199842
SRR15128325	5119936
SRR15128351	5663290
SRR15128349	5451648
SRR15128350	5699997
SRR15128548	4679978
SRR15130690	5497339
SRR15130689	5360165
SRR15130688	5399061
SRR15131198	5523050
SRR15131199	5532042
SRR15131486	5221220
SRR15139184	5715326
SRR15139188	5444911
SRR15139190	5345195
SRR15139299	5575805
SRR15139185	5490060
SRR15139183	5454486
SRR15139187	5392283
SRR15139290	5116074
SRR15142399	5330069
SRR15142516	5480657
SRR15142514	5426934
SRR15142513	5444019
SRR15142515	5453461
SRR15145462	5092315
SRR15145450	5000460
SRR15145428	5368591
SRR15145390	4912590
SRR15145379	5359850
SRR15145368	5217977
SRR15145420	5414418
SRR15145409	5015545
SRR15145459	5174600
SRR15145458	5120671
SRR15145457	5279120
SRR15145456	4785857
SRR15145455	4975755
SRR15145453	5275217
SRR15145452	5057615
SRR15145451	5099693
SRR15145449	5021820
SRR15145446	4890200
SRR15145445	4829943
SRR15145444	4888009
SRR15145443	5138770
SRR15145442	5027683
SRR15145441	4932755
SRR15145438	4848475
SRR15145437	5316596
SRR15145436	5015096
SRR15145435	5056684
SRR15145433	4643481
SRR15145432	5227138
SRR15145431	5382166
SRR15145430	5015950
SRR15145429	5017868
SRR15145427	4709741
SRR15145399	4965666
SRR15145398	5157642
SRR15145397	5130112
SRR15145396	5641199
SRR15145394	4892075
SRR15145393	5104032
SRR15145392	5201192
SRR15145389	5286970
SRR15145388	5083070
SRR15145387	5105364
SRR15145386	4846022
SRR15145385	5301421
SRR15145382	5130723
SRR15145381	5237776
SRR15145380	5570708
SRR15145378	5459154
SRR15145377	5060768
SRR15145376	4991242
SRR15145375	5185910
SRR15145374	5447410
SRR15145373	5486599
SRR15145371	5169878
SRR15145369	5115187
SRR15145367	4950162
SRR15145366	5239041
SRR15145365	5131575
SRR15145364	4717325
SRR15145426	4735852
SRR15145425	5168399
SRR15145424	4927023
SRR15145423	4890823
SRR15145421	4994223
SRR15145419	5711744
SRR15145417	5219677
SRR15145416	4685484
SRR15145415	5350539
SRR15145414	4732641
SRR15145413	5376060
SRR15145411	4855819
SRR15145410	4846858
SRR15145407	5252345
SRR15145406	5538190
SRR15145405	5112377
SRR15145404	5262379
SRR15145403	4920498
SRR15145401	4928044
SRR15145400	5367299
SRR15146664	5501008
SRR15146663	5226058
SRR15146665	5576936
SRR15146666	5391991
SRR15146660	5441761
SRR15146662	5450586
SRR15146661	5443860
SRR15147221	5445929
SRR15147229	5405411
SRR15147225	5436745
SRR15158362	5533487
SRR15157809	5516758
SRR15157791	5588173
SRR15162166	5350102
SRR15164202	5345136
SRR15164201	5377155
SRR15164200	5353283
SRR15164335	5453936
SRR15164333	5575088
SRR15164332	5443388
SRR15164331	5110006
SRR15167091	5585703
SRR15166935	4989571
SRR15166994	5150407
SRR15166996	5378785
SRR15175128	5561563
SRR15176785	5547104
SRR15176776	5550531
SRR15176782	5446801
SRR15176784	5664211
SRR15176770	5190745
SRR15176779	5370772
SRR15176772	5613502
SRR15176769	5617886
SRR15176787	5721647
SRR15176797	5477160
SRR15176795	5446105
SRR15176796	5486738
SRR15176794	5537825
SRR15177616	4565318
SRR15178016	5306700
SRR15178014	5474997
SRR15178000	5427305
SRR15178003	5425271
SRR15177999	5477183
SRR15178001	5541722
SRR15178007	5572254
SRR15178042	4860670
SRR15178012	5423707
SRR15178030	5686355
SRR15178028	5548086
SRR15177992	5694983
SRR15177993	5594508
SRR15178013	5633091
SRR15178035	5575017
SRR15178090	5166873
SRR15178089	5098260
SRR15178135	5522545
SRR15178134	5228103
SRR15178122	4961603
SRR15178339	5567099
SRR15178359	5663542
SRR15178414	5526403
SRR15178412	5271141
SRR15178410	5268136
SRR15178413	5431366
SRR15178455	5452329
SRR15178452	5440611
SRR15178529	5590284
SRR15181787	5542601
SRR15181790	5447800
SRR15181788	5242166
SRR15181791	5025081
SRR15181789	5481571
SRR15183667	5312907
SRR15183679	4895886
SRR15183676	5397552
SRR15183678	5417225
SRR15183681	5212871
SRR15183677	5413195
SRR15192242	4750622
SRR15192243	5070324
SRR15192467	5469759
SRR15192811	5503633
SRR15192810	5533073
SRR15192815	5551067
SRR15192808	5498691
SRR15192809	5308726
SRR15192816	5508077
SRR15192812	5269382
SRR15193951	5103405
SRR15193950	4950642
SRR15193946	5263838
SRR15193956	5509817
SRR15193945	5292232
SRR15193953	5375882
SRR15194059	5589584
SRR15194056	5333022
SRR15194060	5524518
SRR15193949	5394731
SRR15194057	5376074
SRR15194225	5212204
SRR15194610	5486477
SRR15194625	5535780
SRR15224094	4753701
SRR15194618	5546187
SRR15194607	5522243
SRR15194634	5544372
SRR15194650	5516956
SRR15194649	5474401
SRR15194639	5336316
SRR15194644	5358663
SRR15194631	5361174
SRR15194636	5661752
SRR15194646	5600563
SRR15194645	5091514
SRR15194648	5550448
SRR15194633	5391496
SRR15194641	5588820
SRR15194657	5398106
SRR15194674	5621904
SRR15194663	5271694
SRR15194676	5547385
SRR15194667	5457791
SRR15194662	5482518
SRR15194664	5656350
SRR15194655	5473554
SRR15194740	5548071
SRR15194742	5385444
SRR15194890	5500764
SRR15194889	5539324
SRR15196352	5386595
SRR15197639	5291506
SRR15197638	5154365
SRR15197637	5174694
SRR15197636	5031413
SRR15197635	5041704
SRR15197632	5045897
SRR15197630	4987368
SRR15197640	5585363
SRR15197644	5392575
SRR15198236	5520041
SRR15198235	5520099
SRR15198278	5653686
SRR15198277	5490491
SRR15200108	5549104
SRR15200118	5301064
SRR15200144	5211831
SRR15200106	5298682
SRR15200122	5209860
SRR15200103	5633572
SRR15200140	5466333
SRR15202231	5356693
SRR15202229	5633968
SRR15202228	5227420
SRR15202855	5802554
SRR15203946	5117995
SRR15203948	4999980
SRR15203947	5126102
SRR15203985	5091023
SRR15203986	5234643
SRR15203984	5103385
SRR15203995	5031572
SRR15204000	5927742
SRR15203999	5052203
SRR15204001	5003648
SRR15203997	4916730
SRR15203996	4661388
SRR15203989	4736593
SRR15203990	4940729
SRR15203988	4974874
SRR15203991	5055167
SRR15204004	5490920
SRR15204002	4956021
SRR15203998	4772822
SRR15203992	4946857
SRR15204005	5246793
SRR15206291	5409162
SRR15206292	5400347
SRR15206317	5377791
SRR15206289	5385938
SRR15206290	5374539
SRR15207136	5679810
SRR15207139	4469294
SRR15207138	5416567
SRR15207137	4805275
SRR15207994	5053116
SRR15209003	5394008
SRR15209025	5738123
SRR15209026	5175130
SRR15209024	5119757
SRR15209023	5102741
SRR15209005	5064354
SRR15209027	4904303
SRR15209004	4869392
SRR15209846	5277541
SRR15209844	5407806
SRR15210128	5492353
SRR15210134	4904158
SRR15210133	5292667
SRR15210123	5288633
SRR15210343	5041743
SRR15210330	5284327
SRR15210325	4965147
SRR15210323	5278060
SRR15210326	5579639
SRR15210331	5173012
SRR15210328	4753955
SRR15210334	5279316
SRR15210652	4806407
SRR15210764	5504910
SRR15216100	4905332
SRR15216328	4767471
SRR15216326	4791734
SRR15216375	4856577
SRR15216384	4802261
SRR15216383	4836666
SRR15216391	5078627
SRR15216388	5025727
SRR15216390	4793547
SRR15216406	5229713
SRR15217871	5776941
SRR15217872	5430987
SRR15217859	5518588
SRR15217889	5439631
SRR15217896	5390245
SRR15217877	5629934
SRR15218083	5597534
SRR21151736	5443052
SRR15222814	5394748
SRR15224003	5344306
SRR15230820	4569336
SRR15230019	5502027
SRR15228792	5546942
SRR15228787	5576374
SRR15228789	5271194
SRR15233961	5381339
SRR15233962	5334989
SRR15233964	5610931
SRR15233892	5454056
SRR15233891	5422261
SRR15233877	5272075
SRR15233880	5441497
SRR15233869	5304000
SRR15233889	5395704
SRR15233874	5438754
SRR15233881	5159949
SRR15233879	5086927
SRR15233887	5457628
SRR15233883	5556676
SRR15233875	5415956
SRR15233882	5798390
SRR15233886	5350067
SRR15233876	5641430
SRR15233888	5268036
SRR15233878	5421039
SRR15233890	5351738
SRR15233884	5545799
SRR15233990	5398913
SRR15234094	5430394
SRR15234341	5001515
SRR15234342	4885544
SRR15234335	5580337
SRR15234338	5179612
SRR15234336	5074238
SRR15234337	4927111
SRR15234339	5661992
SRR15234334	5328789
SRR15234332	4817848
SRR15234333	4970068
SRR15234327	4996766
SRR15234326	5242697
SRR15234328	5045137
SRR15234331	5470663
SRR15234329	5163430
SRR15234330	4860787
SRR15234325	4754306
SRR15234323	4903520
SRR15234324	4702942
SRR15234225	4811187
SRR15234226	4832581
SRR15234224	5099126
SRR15236567	5504916
SRR15238038	5105231
SRR15238039	5689745
SRR15238040	5555522
SRR15238035	5380742
SRR15238043	5547278
SRR15238045	5412264
SRR15243794	5001841
SRR15243804	5098797
SRR15243823	5160615
SRR15243824	4817706
SRR15243822	4714361
SRR15243821	5274986
SRR15243819	5121264
SRR15243820	5849358
SRR15243830	4678098
SRR15243834	5046681
SRR15243836	4973656
SRR15243829	4895636
SRR15243831	5018531
SRR15243833	4988131
SRR15243835	4608652
SRR15243832	5118324
SRR15243827	5036739
SRR15243828	5069381
SRR15243826	5010792
SRR15243838	4599903
SRR15243837	5111928
SRR15243839	4717294
SRR15249489	5809298
SRR15249478	5096859
SRR15249467	5082371
SRR15249456	4984583
SRR15249449	5102320
SRR15249447	4920555
SRR15249499	5081874
SRR15249495	4850986
SRR15249492	5100723
SRR15249491	4988311
SRR15249490	5202788
SRR15249488	4960930
SRR15249487	4973851
SRR15249484	4895407
SRR15249480	5167426
SRR15249477	5227686
SRR15249473	5048620
SRR15249471	5239774
SRR15249468	5022951
SRR15249463	5005935
SRR15249459	4785238
SRR15249457	4935378
SRR15249455	5083212
SRR15249454	5012674
SRR15249452	4867290
SRR15245974	5515276
SRR15248557	5487704
SRR15248552	5546639
SRR15248554	5222088
SRR15248566	5267633
SRR15248548	5267414
SRR15248074	5546833
SRR15248075	5341722
SRR15248073	5268158
SRR15248556	5278416
SRR15248550	5579835
SRR15248638	5472073
SRR15248641	5441745
SRR15248640	5245214
SRR15248639	5441382
SRR15249504	5148523
SRR15249445	5473983
SRR15249248	5624182
SRR15249244	5560973
SRR15249444	5537222
SRR15249442	5545190
SRR15249740	5427030
SRR15249615	5559544
SRR15249590	5508011
SRR15249742	5661084
SRR15249589	5421604
SRR15249626	5324955
SRR15249578	5511933
SRR15249581	5510130
SRR15249549	5337651
SRR15249619	5598672
SRR15249551	5407599
SRR15249728	5631588
SRR15249544	5425780
SRR15249575	5581398
SRR15249558	4636843
SRR15249791	5562842
SRR15249792	5088342
SRR15249789	5461574
SRR15251147	5501581
SRR15251150	5944939
SRR15251151	4803671
SRR15251145	5408685
SRR15253453	5254556
SRR15253462	5389133
SRR15253459	5648737
SRR15253454	5552797
SRR15253458	5311233
SRR15253456	5074618
SRR15253452	5533898
SRR15253461	5699613
SRR15253463	5275634
SRR15253460	5677071
SRR15412773	4477907
SRR15258694	4904044
SRR15258730	5551601
SRR15258729	5494361
SRR15258734	5279094
SRR15258731	5447699
SRR15258737	5392006
SRR15258728	5438724
SRR15258738	5429598
SRR15258765	5201522
SRR15258790	5411843
SRR15258822	5549862
SRR15258818	5416133
SRR15258820	5612940
SRR15258817	5384280
SRR15258832	5199324
SRR15258836	4940006
SRR15258837	5323135
SRR15258835	5130673
SRR15258834	5385695
SRR15258829	4835655
SRR15258838	5171468
SRR15258826	4921753
SRR15258830	5114223
SRR15258831	5142185
SRR15258827	4896314
SRR15295203	4685853
SRR15295195	4949856
SRR15295192	4827309
SRR15295193	4922708
SRR15295235	4770308
SRR15295234	4763869
SRR15295213	4873448
SRR15295212	5165846
SRR15295208	5167568
SRR15295220	4675652
SRR15295206	4828866
SRR15295204	5327089
SRR15295198	5294514
SRR15295197	4769585
SRR15295196	5078132
SRR15295225	5162402
SRR15295194	4929429
SRR15295228	4580111
SRR15295229	4538276
SRR15295230	4534220
SRR15295232	4719810
SRR15295188	4601129
SRR15322593	5061257
SRR15322582	5052522
SRR15322571	5052337
SRR15322560	5136597
SRR15322559	5160469
SRR15322558	5061428
SRR15322557	5059814
SRR15322556	5074891
SRR15322603	5075265
SRR15322602	5080616
SRR15322601	5077251
SRR15322600	5053357
SRR15322599	4818421
SRR15322598	5063194
SRR15322597	5078418
SRR15322596	5049487
SRR15322595	4810120
SRR15322594	5073637
SRR15322592	5089994
SRR15322591	5076225
SRR15322589	4811696
SRR15322588	4814183
SRR15322587	4812777
SRR15322586	4809258
SRR15322585	4808677
SRR15322584	4808708
SRR15322583	4815487
SRR15322581	4904686
SRR15322580	4898742
SRR15322579	4546124
SRR15322578	4579521
SRR15322577	4603048
SRR15322576	4554242
SRR15322575	4658011
SRR15322574	4727185
SRR15322573	4721384
SRR15322570	4857147
SRR15322569	4773361
SRR15322568	4776951
SRR15322567	5148268
SRR15322566	5189507
SRR15322565	5052370
SRR15322563	4614596
SRR15322561	4616083
SRR15321995	4582228
SRR15321994	4589242
SRR15321983	4677996
SRR15321972	4677160
SRR15321961	4616760
SRR15321950	4599891
SRR15321949	5202586
SRR15321948	5198379
SRR15321989	5089641
SRR15321988	5064928
SRR15321987	5445157
SRR15321985	4639441
SRR15321984	4607673
SRR15321981	4616126
SRR15321980	4601866
SRR15321979	4603558
SRR15321978	4715998
SRR15321976	4719411
SRR15321975	4583787
SRR15321974	4715544
SRR15321973	4952612
SRR15321970	4596468
SRR15321964	4615217
SRR15321963	4625656
SRR15321962	4554723
SRR15321960	4626387
SRR15321959	4683425
SRR15321958	4720086
SRR15321957	4615988
SRR15321956	4615470
SRR15321955	4689085
SRR15321954	4604864
SRR15321953	4605699
SRR15321952	4543931
SRR15322671	5170849
SRR15322660	5164298
SRR15322649	4573196
SRR15322638	4712500
SRR15322632	4729011
SRR15322631	5017972
SRR15322630	4979730
SRR15322629	4671998
SRR15322628	4828133
SRR15322670	4674966
SRR15322669	4753190
SRR15322659	4810403
SRR15322658	5143459
SRR15322657	4891553
SRR15322656	5013691
SRR15322655	4852123
SRR15322653	4936385
SRR15322652	5302117
SRR15322650	4916732
SRR15322646	4879546
SRR15322645	4934715
SRR15322644	4935429
SRR15322643	4947041
SRR15322642	5251500
SRR15322641	4603279
SRR15322634	5264025
SRR15322633	4624764
SRR15322375	5064573
SRR15322418	4639933
SRR15322415	4624204
SRR15322414	4654232
SRR15322413	4653043
SRR15322412	4654091
SRR15322411	4625373
SRR15322410	4643152
SRR15322409	4653583
SRR15322406	4747199
SRR15322405	4652367
SRR15322404	4653315
SRR15322402	4734907
SRR15322401	4564734
SRR15322399	4724703
SRR15322396	4797459
SRR15322394	4659800
SRR15322390	4720096
SRR15322389	4798264
SRR15322387	4720287
SRR15322385	4660630
SRR15322384	4660214
SRR15322383	4659410
SRR15322379	5094708
SRR15325157	5092709
SRR15325156	5091846
SRR15325152	5089812
SRR15325141	4880168
SRR15325144	4641881
SRR15325108	4699426
SRR15325154	4701871
SRR15325111	4830209
SRR15325114	5152148
SRR15325151	4814483
SRR15325117	4927651
SRR15325121	4587678
SRR15325122	4785562
SRR15325123	4773408
SRR15325124	4744427
SRR15325125	4552225
SRR15325127	4617555
SRR15325128	4650851
SRR15325129	4683610
SRR15325130	4640951
SRR15325132	4757188
SRR15325134	5157364
SRR15325135	4761082
SRR15325136	4685545
SRR15325137	4891349
SRR15325139	4767773
SRR15325148	4712584
SRR15325146	4806977
SRR15325140	4629560
SRR15321629	4894605
SRR15321618	5029249
SRR15321585	4769509
SRR15321584	4936681
SRR15321583	4757749
SRR15321582	4485104
SRR15321581	4641746
SRR15321628	4811057
SRR15321627	4798008
SRR15321626	4896413
SRR15321625	4611596
SRR15321623	5182436
SRR15321621	4649092
SRR15321620	4689690
SRR15321619	4907397
SRR15321617	4794168
SRR15321616	4527475
